O*NET-SOC Code	Reported Job Title	Shown in My Next Move
13-2053.00	Commercial Lines Underwriter	N
13-2053.00	Health Underwriter	N
13-2053.00	Life Underwriter	Y
13-2053.00	Personal Lines Underwriter	Y
13-2053.00	Underwriter	Y
13-2053.00	Underwriting Consultant	N
13-2054.00	Analyst	Y
13-2054.00	Equity Research Analyst	N
13-2054.00	Risk Analyst	Y
13-2054.00	Risk Manager	N
13-2054.00	Risk Specialist	Y
13-2054.00	Securities Analyst	Y
13-2061.00	Bank Examiner	Y
13-2061.00	Bank Secrecy Act Anti-Money Laundering Officer (BSA/AML Officer)	N
13-2061.00	Community Reinvestment Act Officer (CRA Officer)	N
13-2061.00	Compliance Analyst	N
13-2061.00	Compliance Officer	Y
13-2061.00	Compliance Specialist	N
13-2061.00	Credit Union Examiner	Y
13-2061.00	Credit Union Field Examiner	N
13-2061.00	Examining Officer	Y
13-2061.00	Internal Auditor	N
13-2071.00	Accredited Financial Counselor	N
13-2071.00	Certified Consumer Credit and Housing Counselor	Y
13-2071.00	Certified Credit and Housing Counselor	N
13-2071.00	Certified Credit Consultant	N
13-2071.00	Certified Credit Counselor	Y
13-2071.00	Credit Counselor	Y
13-2071.00	Financial Health Counselor	N
13-2071.00	Housing Counselor	Y
13-2071.00	Personal Finance Counselor	N
13-2072.00	Commercial Banker	N
13-2072.00	Commercial Loan Officer	Y
13-2072.00	Corporate Banking Officer	N
13-2072.00	Financial Aid Advisor	N
13-2072.00	Financial Aid Counselor	Y
13-2072.00	Financial Aid Officer	N
13-2072.00	Financial Counselor	N
13-2072.00	Loan Counselor	Y
13-2072.00	Loan Officer	Y
13-2072.00	Mortgage Loan Officer	N
13-2081.00	City Tax Auditor	N
13-2081.00	Collections Specialist	N
13-2081.00	Revenue Agent	Y
13-2081.00	Revenue Collector	N
13-2081.00	Revenue Officer	N
13-2081.00	Revenue Specialist	N
13-2081.00	Tax Collector	Y
13-2081.00	Tax Compliance Officer	Y
13-2081.00	Tax Examiner	Y
13-2081.00	Tax Examining Technician	N
13-2082.00	Certified Income Tax Preparer (CTP)	N
13-2082.00	Corporate Tax Preparer	N
13-2082.00	Enrolled Agent	Y
13-2082.00	Income Tax Preparer	N
13-2082.00	Tax Advisor	Y
13-2082.00	Tax Associate	N
13-2082.00	Tax Consultant	Y
13-2082.00	Tax Preparer	Y
13-2082.00	Tax Professional	N
13-2082.00	Tax Specialist	N
13-2099.01	Investment Strategist	Y
13-2099.01	Portfolio Manager	Y
13-2099.01	Quantitative Analyst	Y
13-2099.01	Quantitative Research Analyst	N
13-2099.01	Quantitative Strategy Analyst	Y
13-2099.01	Research Analyst	N
13-2099.04	Certified Fraud Examiner	Y
13-2099.04	Confidential Investigator	N
13-2099.04	Financial Investigator	N
13-2099.04	Forensic Accountant	N
13-2099.04	Forensic Audit Expert	N
13-2099.04	Inspector General	Y
13-2099.04	Investigator	Y
13-2099.04	Special Investigation Unit Investigator	Y
15-1211.00	Applications Analyst	N
15-1211.00	Business Systems Analyst	Y
15-1211.00	Computer Analyst	N
15-1211.00	Computer Systems Analyst	Y
15-1211.00	Computer Systems Consultant	Y
15-1211.00	Information Systems Analyst (ISA)	N
15-1211.00	Information Technology Analyst (IT Analyst)	N
15-1211.00	System Analyst	N
15-1211.00	Systems Analyst	Y
15-1211.01	Clinical Informatics Analyst	N
15-1211.01	Clinical Informatics Nurse	N
15-1211.01	Clinical Informatics Specialist	Y
15-1211.01	Clinical Informatics Systems Analyst	N
15-1211.01	Digital Diabetes Research Officer	Y
15-1211.01	Nursing Informatics Officer	N
15-1211.01	Nursing Informatics Specialist	Y
15-1211.01	Nursing Information Systems Coordinator	N
15-1211.01	Registered Nurse Clinical Information Systems Coordinator (RN Clinical Information Systems Coordinator)	Y
15-1211.01	Registered Nurse Clinical Information Systems Educator (RN Clinical Information Systems Educator)	N
15-1212.00	Information Security Officer	Y
15-1212.00	Information Security Specialist	N
15-1212.00	Information Systems Security Analyst	N
15-1212.00	Information Systems Security Officer (ISSO)	Y
15-1212.00	Information Technology Security Analyst (IT Security Analyst)	Y
15-1212.00	Network Security Analyst	Y
15-1212.00	Security Analyst	N
15-1212.00	Systems Analyst	N
15-1221.00	Computer Scientist	Y
15-1221.00	Computer Specialist	Y
15-1221.00	Control System Computer Scientist	Y
15-1221.00	Research Scientist	Y
15-1221.00	Scientific Programmer Analyst	N
15-1231.00	Computer Network Specialist	N
15-1231.00	IT Consultant (Information Technology Consultant)	N
15-1231.00	Network Specialist	Y
15-1231.00	Network Support Specialist	N
15-1231.00	Network Technical Analyst	Y
15-1231.00	Network Technician	Y
15-1231.00	Personal Computer Network Analyst	N
15-1231.00	Systems Specialist	Y
15-1232.00	Computer Specialist	N
15-1232.00	Computer Support Specialist	Y
15-1232.00	Computer Technician	Y
15-1232.00	Desktop Support Technician	N
15-1232.00	Help Desk Analyst	N
15-1232.00	Help Desk Technician	N
15-1232.00	Information Technology Specialist (IT Specialist)	Y
15-1232.00	Support Specialist	Y
15-1232.00	Technical Support Specialist	N
15-1241.00	Design Engineer	N
15-1241.00	Network Analyst	Y
15-1241.00	Network and Security Engineer	Y
15-1241.00	Network Consultant	Y
15-1241.00	Network Systems Consultant	N
15-1241.00	Networking Systems and Distributed Systems Engineer	N
15-1241.00	Solutions Architect	Y
15-1241.00	Telecommunications Analyst	N
15-1241.01	Communications Engineer	Y
15-1241.01	Engineer	Y
15-1241.01	Infrastructure Engineer	Y
15-1241.01	Network Engineer	N
15-1241.01	Registered Communications Distribution Designer (RCDD)	N
15-1241.01	Telecommunication Design Analyst (Telecom Design Analyst)	N
15-1241.01	Telecommunication Design Engineer (Telecom Design Engineer)	N
15-1241.01	Telecommunication Engineer (Telecom Engineer)	N
15-1241.01	Telecommunication Systems Designer (Telecom Systems Designer)	N
15-1241.01	Telecommunications Consultant (Telecom Consultant)	Y
15-1242.00	Database Administration Manager	N
15-1242.00	Database Administrator (DBA)	Y
15-1242.00	Database Analyst	Y
15-1242.00	Database Coordinator	Y
15-1242.00	Information Systems Manager	Y
15-1242.00	System Administrator	N
15-1243.00	Data Officer	N
15-1243.00	Database Analyst	Y
15-1243.00	Database Architect	Y
15-1243.00	Database Consultant	N
15-1243.00	Database Developer	Y
15-1243.00	Database Programmer	N
15-1243.00	Information Architect	N
15-1243.00	Information Modeling Engineer Specialist	N
15-1243.00	Information Technology Architect (IT Architect)	Y
15-1243.00	System Engineer	N
15-1243.01	Data Warehouse Analyst	Y
15-1243.01	Data Warehouse Solution Architect	Y
15-1244.00	Information Analyst	N
15-1244.00	Information Systems Manager (IS Manager)	N
15-1244.00	Information Technology Specialist (IT Specialist)	Y
15-1244.00	LAN Specialist (Local Area Network Specialist)	N
15-1244.00	Local Area Network Administrator (LAN Administrator)	Y
15-1244.00	Network Administrator	Y
15-1244.00	Network Coordinator	N
15-1244.00	Network Manager	N
15-1244.00	Systems Administrator	Y
15-1251.00	Analyst Programmer	Y
15-1251.00	Application Programmer Analyst	N
15-1251.00	Computer Programmer	Y
15-1251.00	Computer Programmer Analyst	N
15-1251.00	Internet Programmer	N
15-1251.00	Java Developer	N
15-1251.00	Programmer	Y
15-1251.00	Programmer Analyst	Y
15-1251.00	Web Applications Programmer	N
15-1251.00	Web Programmer	N
15-1252.00	Application Developer	Y
15-1252.00	Application Integration Engineer	Y
15-1252.00	Developer	N
15-1252.00	Infrastructure Engineer	N
15-1252.00	Network Engineer	N
15-1252.00	Software Architect	Y
15-1252.00	Software Developer	Y
15-1252.00	Software Development Engineer	N
15-1252.00	Software Engineer	N
15-1252.00	Systems Engineer	N
15-1253.00	Automation Tester	N
15-1253.00	Information Technology Analyst (IT Analyst)	N
15-1253.00	Quality Assurance Analyst (QA Analyst)	Y
15-1253.00	Quality Assurance Engineer (QA Engineer)	N
15-1253.00	Quality Engineer	N
15-1253.00	Software Quality Assurance Analyst (SQA Analyst)	N
15-1253.00	Software Quality Assurance Engineer (SQA Engineer)	Y
15-1253.00	Software Quality Engineer	Y
15-1253.00	Software Test Engineer	Y
15-1253.00	Test Engineer	N
15-1254.00	Technology Applications Engineer	N
15-1254.00	Web Architect	Y
15-1254.00	Web Design Specialist	N
15-1254.00	Web Designer	Y
15-1254.00	Web Developer	Y
15-1254.00	Webmaster	Y
15-1255.00	Technology Applications Engineer	N
15-1255.00	Web Architect	Y
15-1255.00	Web Design Specialist	Y
15-1255.00	Web Designer	Y
15-1255.00	Web Developer	N
15-1255.00	Webmaster	Y
15-1255.01	Design Director	Y
15-1255.01	Designer	Y
15-1255.01	Environmental Artist	N
15-1255.01	Game Design Consultant	N
15-1255.01	Game Designer	Y
15-1255.01	Gamemaster	N
15-1255.01	Level Designer	N
15-1255.01	World Designer	Y
15-1299.01	Corporate Webmaster	Y
15-1299.01	Web Administrator	N
15-1299.01	Web Content Coordinator	N
15-1299.01	Web Content Manager	N
15-1299.01	Web Director	N
15-1299.01	Web Manager	N
15-1299.01	Web Site Manager	Y
15-1299.01	Web Technologies Administrator	Y
15-1299.01	Webmaster	Y
15-1299.02	Geographic Information System Analyst (GIS Analyst)	Y
15-1299.02	Geographic Information Systems Administrator (GIS Administrator)	N
15-1299.02	Geographic Information Systems Analyst (GIS Analyst)	Y
15-1299.02	Geographic Information Systems Coordinator (GIS Coordinator)	N
15-1299.02	GIS Specialist (Geographic Information Systems Specialist)	Y
15-1299.02	GIS Technician (Geographic Information Systems Technician)	Y
15-1299.02	Resource Analyst	N
15-1299.03	Business Records Manager	N
15-1299.03	Certified Document Imaging Architect	N
15-1299.03	Document Control Manager	Y
15-1299.03	Document Management Consultant	N
15-1299.03	ECM Consultant (Enterprise Content Management Consultant)	Y
15-1299.03	Electronic Content Manager	Y
15-1299.03	Record Systems Analyst	N
15-1299.03	Records and Information Management Consultant (RIM Consultant)	N
15-1299.03	Records and Information Management Specialist (RIM Specialist)	N
15-1299.03	Records Manager	Y
15-1299.08	Electronic Data Interchange System Developer (EDI System Developer)	N
15-1299.08	Information Technology Architect (IT Architect)	Y
15-1299.08	Network and Infrastructure Engineer	N
15-1299.08	Network Engineer	N
15-1299.08	Solutions Architect	Y
15-1299.08	Systems Architect	N
15-1299.08	Systems Consultant	Y
15-1299.08	Systems Engineer	Y
15-1299.09	Cloud Product Director	Y
15-1299.09	Cybersecurity Project Manager	Y
15-1299.09	Data Center Product Director	N
15-1299.09	Information Systems Project Manager (IS Project Manager)	N
15-1299.09	IT Manager (Information Technology Manager)	Y
15-1299.09	IT Program Manager (Information Technology Program Manager)	N
15-1299.09	IT Project Manager (Information Technology Project Manager)	Y
15-1299.09	Scrum Master	N
15-1299.09	Transition Program Manager	N
15-2011.00	Actuarial Analyst	Y
15-2011.00	Actuarial Associate	N
15-2011.00	Actuarial Consultant	N
15-2011.00	Actuary	Y
15-2011.00	Consulting Actuary	N
15-2011.00	Health Actuary	N
15-2011.00	Pricing Actuary	Y
15-2011.00	Pricing Analyst	N
15-2011.00	Product Development Actuary	Y
15-2011.00	Retirement Actuary	N
15-2021.00	Computational Mathematician	Y
15-2021.00	Computational Scientist	N
15-2021.00	Cryptographer	Y
15-2021.00	Cryptographic Vulnerability Analyst	N
15-2021.00	Image Scientist	N
15-2021.00	Knowledge Engineer	N
15-2021.00	Mathematician	Y
15-2021.00	Research Computing Specialist	N
15-2021.00	Research Scientist	Y
15-2021.00	Researcher	N
15-2031.00	Advanced Analytics Associate	Y
15-2031.00	Analytical Strategist	Y
15-2031.00	Decision Analyst	Y
15-2031.00	Operations Research Analyst	Y
15-2031.00	Optimization Analyst	N
15-2041.00	Demographer	N
15-2041.00	Mathematical Statistician	Y
15-2041.00	Psychometric Consultant	N
15-2041.00	Quantitative Methodologist	N
15-2041.00	Research Scientist	N
15-2041.00	Researcher	N
15-2041.00	Statistical Analyst	Y
15-2041.00	Statistical Consultant	N
15-2041.00	Statistical Reporting Analyst	Y
15-2041.00	Statistician	Y
15-2041.01	Biometrician	Y
15-2041.01	Biostatistical Consultant	N
15-2041.01	Biostatistician	Y
15-2041.01	Research Scientist	Y
15-2041.01	Statistical Scientist	Y
15-2051.01	Business Intelligence Analyst	Y
15-2051.01	Competitive Intelligence Analyst	Y
15-2051.01	Data Analyst	N
15-2051.01	Intelligence Analyst	N
15-2051.01	Market Intelligence Analyst	N
15-2051.01	Market Intelligence Consultant	Y
15-2051.01	Strategic Business and Technology Intelligence Consultant	Y
15-2051.01	Strategist	N
15-2051.02	Clinical Data Management Director (CDM Director)	Y
15-2051.02	Clinical Data Management Manager (CDM Manager)	Y
15-2051.02	Clinical Data Manager	Y
15-2051.02	Clinical Informatics Manager	N
15-2051.02	Data Deliverables Manager	N
15-2051.02	Data Management Manager	Y
15-2099.01	Bioinformatics Analyst	Y
15-2099.01	Bioinformatics Specialist	Y
15-2099.01	Bioinformatics Technician	N
15-2099.01	Biotechnician	Y
15-2099.01	Museum Informatics Specialist	N
15-2099.01	Research Scientist	N
15-2099.01	Scientific Informatics Analyst	Y
17-1011.00	Architect	Y
17-1011.00	Design Architect	Y
17-1011.00	Planner	Y
17-1011.00	Project Architect	Y
17-1011.00	Specifications Writer	N
17-1012.00	AP BD+C (Accredited Professional in Building Design and Construction)	N
17-1012.00	Architect	N
17-1012.00	Golf Course Architect	Y
17-1012.00	Land Planner	Y
17-1012.00	Landscape Architect	Y
17-1012.00	Landscape Designer	N
17-1012.00	Landscape Planner	Y
17-1012.00	Park Planner	N
17-1012.00	Planner	N
17-1012.00	Professional Landscape Architect (PLA)	N
17-1021.00	Aerial Photogrammetrist	N
17-1021.00	Cartographer	Y
17-1021.00	Cartographic Designer	N
17-1021.00	Digital Cartographer	N
17-1021.00	Mapper	N
17-1021.00	Photogrammetric Technician	Y
17-1021.00	Photogrammetrist	Y
17-1021.00	Stereo Compiler	Y
17-1021.00	Stereoplotter Operator	N
17-1022.00	City Surveyor	N
17-1022.00	County Surveyor	Y
17-1022.00	Land Surveyor	Y
17-1022.00	Mine Surveyor	N
17-1022.00	Registered Land Surveyor	Y
17-1022.00	Surveyor	Y
17-1022.01	Geodesist	Y
17-1022.01	Geodetic Advisor	Y
17-1022.01	Geodetic Engineer	N
17-1022.01	Geodetic Survey Director	N
17-1022.01	Geodetic Surveyor	Y
17-1022.01	Land Surveyor	Y
17-1022.01	Licensed Land Surveyor	N
17-2011.00	Aeronautical Engineer	N
17-2011.00	Aerospace Engineer	Y
17-2011.00	Aerospace Stress Engineer	N
17-2011.00	Avionics Engineer	N
17-2011.00	Design Engineer	Y
17-2011.00	Flight Controls Engineer	N
17-2011.00	Flight Test Engineer	Y
17-2011.00	Structural Analysis Engineer	N
17-2011.00	Systems Engineer	Y
17-2011.00	Test Engineer	N
17-2021.00	Agricultural Engineer	Y
17-2021.00	Agricultural Systems Specialist	N
17-2021.00	Conservation Engineer	N
17-2021.00	Engineer	Y
17-2021.00	Product Engineer	N
17-2021.00	Product Technology Scientist	N
17-2021.00	Project Engineer	Y
17-2021.00	Research Agricultural Engineer	Y
17-2031.00	Biomedical Electronics Technician	N
17-2031.00	Biomedical Engineer	N
17-2031.00	Biomedical Engineering Technician	N
17-2031.00	Biomedical Equipment Technician (BMET)	Y
17-2031.00	Biomedical Technician	Y
17-2031.00	Engineer	Y
17-2031.00	Process Engineer	Y
17-2031.00	Research Engineer	N
17-2031.00	Research Scientist	N
17-2041.00	Chemical Engineer	Y
17-2041.00	Development Engineer	N
17-2041.00	Engineer	Y
17-2041.00	Engineering Scientist	N
17-2041.00	Process Control Engineer	N
17-2041.00	Process Engineer	Y
17-2041.00	Project Engineer	N
17-2041.00	Refinery Process Engineer	N
17-2041.00	Research Chemical Engineer	N
17-2041.00	Scientist	Y
17-2051.00	City Engineer	N
17-2051.00	Civil Engineer	Y
17-2051.00	County Engineer	N
17-2051.00	Design Engineer	Y
17-2051.00	Engineer	N
17-2051.00	Geotechnical Engineer	N
17-2051.00	Licensed Engineer	N
17-2051.00	Project Engineer	Y
17-2051.00	Railroad Design Consultant	N
17-2051.00	Structural Engineer	Y
17-2051.01	Engineer	Y
17-2051.01	Project Engineer	Y
17-2051.01	Rail Engineer	N
17-2051.01	Roadway Designer	N
17-2051.01	Roadway Engineer	N
17-2051.01	Traffic Engineer	N
17-2051.01	Traffic Operations Engineer	Y
17-2051.01	Transportation Engineer	Y
17-2051.02	Consulting Engineer	Y
17-2051.02	County Engineer	Y
17-2051.02	Engineer	Y
17-2051.02	Project Development Engineer	Y
17-2061.00	Design Engineer	Y
17-2061.00	Engineer	Y
17-2061.00	Field Service Engineer	N
17-2061.00	Hardware Design Engineer	N
17-2061.00	Hardware Engineer	Y
17-2061.00	Physical Design Engineer	N
17-2061.00	Project Engineer	N
17-2061.00	Staff Engineer	N
17-2061.00	Systems Integration Engineer	Y
17-2071.00	Circuits Engineer	N
17-2071.00	Design Engineer	Y
17-2071.00	Electrical Controls Engineer	N
17-2071.00	Electrical Design Engineer	N
17-2071.00	Electrical Engineer	Y
17-2071.00	Electrical Project Engineer	N
17-2071.00	Instrumentation and Electrical Reliability Engineer (I&E Reliability Engineer)	N
17-2071.00	Power Systems Engineer	N
17-2071.00	Project Engineer	Y
17-2071.00	Test Engineer	Y
17-2072.00	Compatibility Test Engineer	N
17-2072.00	Design Engineer	Y
17-2072.00	Electronics Design Engineer	N
17-2072.00	Engineer	N
17-2072.00	Evaluation Engineer	N
17-2072.00	Integrated Circuit Design Engineer (IC Design Engineer)	Y
17-2072.00	Product Engineer	Y
17-2072.00	Radio Frequency Engineer (RF Engineer)	N
17-2072.00	Research and Development Engineer (R and D Engineer)	N
17-2072.00	Test Engineer	Y
17-2072.01	Deployment Engineer	Y
17-2072.01	Electro Magnetic Compatibility Test Engineer	N
17-2072.01	RFID Engineer (Radio Frequency Identification Device Engineer)	Y
17-2072.01	RFID Systems Engineer (Radio Frequency Identification Device Systems Engineer)	Y
17-2072.01	Technical Support Engineer	Y
17-2081.00	Air Pollution Control Engineer	N
17-2081.00	Engineer	Y
17-2081.00	Engineering Consultant	N
17-2081.00	Environmental Engineer	Y
17-2081.00	Environmental Remediation Specialist	N
17-2081.00	Hazardous Substances Engineer	Y
17-2081.00	Sanitary Engineer	Y
17-2111.00	Health and Safety Specialist	N
17-2111.00	Industrial Hygienist	N
17-2111.00	Industrial Safety Engineer	N
17-2111.00	Product Safety and Standards Engineer	N
17-2111.00	Product Safety Consultant	N
17-2111.00	Product Safety Engineer	Y
17-2111.00	Safety and Health Consultant	Y
17-2111.00	Safety Engineer	Y
17-2111.00	Service Loss Control Consultant	N
17-2111.00	System Safety Engineer	Y
